customer_id,gender,age_years,marital_status,children_count,highest_edu,annual_investment_rev,annual_income,total_txns,avg_daily_txns,total_txn_amount,avg_txn_amount
1009532300,0,59.74,2,1,4,0.00,15462.00,241,0.66,7288.85,30.24
1009532310,1,39.52,2,0,4,0.00,18057.00,245,0.67,8200.85,33.47
1009532320,0,41.32,1,2,4,7423.00,39438.00,259,0.71,16344.92,63.11
1009532330,1,33.12,1,2,2,85935.00,70208.00,287,0.78,16983.05,59.17
1009532340,1,64.25,1,1,1,0.00,17246.00,239,0.65,7753.67,32.44
1009532350,1,67.67,2,1,4,5369.00,54069.00,238,0.65,19468.89,81.80
1009532360,0,65.32,2,1,1,0.00,19054.00,240,0.66,8300.99,34.59
1009532370,0,22.48,1,0,4,0.00,13278.00,243,0.66,6664.60,27.43
1009532380,0,25.68,2,2,1,0.00,35438.00,256,0.70,14660.03,57.27
1009532390,0,50.61,1,0,1,0.00,21165.00,239,0.65,9016.65,37.73
1009532400,1,33.73,2,2,1,0.00,21400.00,254,0.69,10254.33,40.37
1009532410,1,67.10,1,1,2,89438.00,97782.00,279,0.76,23245.87,83.32
1009532420,0,25.34,1,1,4,11829.00,32689.00,256,0.70,13894.18,54.27
1009532430,0,25.72,1,1,4,0.00,13328.00,259,0.71,7747.38,29.91
1009532440,1,68.10,1,2,1,0.00,37079.00,245,0.67,14238.01,58.11
1009532450,1,45.60,1,1,1,0.00,20910.00,242,0.66,8970.20,37.07
1009532460,1,31.07,1,0,1,0.00,28470.00,244,0.67,11431.98,46.85
1009532470,1,44.24,1,2,1,0.00,22679.00,255,0.70,10562.94,41.42
1009532480,1,25.52,2,2,2,12073.00,65229.00,287,0.78,15924.53,55.49
1009532490,1,29.87,1,2,4,0.00,15375.00,253,0.69,8288.56,32.76
1009532500,0,55.28,1,2,4,0.00,18971.00,244,0.67,8469.33,34.71
1009532510,0,26.24,1,1,1,0.00,22888.00,253,0.69,11005.97,43.50
1009532520,0,37.41,1,1,4,0.00,17323.00,254,0.69,8561.43,33.71
1009532530,1,40.69,1,2,1,0.00,21524.00,256,0.70,10164.78,39.71
1009532540,0,70.60,1,0,1,0.00,22372.00,240,0.66,9656.62,40.24
1009532550,0,48.08,1,0,1,0.00,15969.00,239,0.65,7174.08,30.02
1009532560,0,67.60,1,2,1,0.00,18778.00,243,0.66,8415.21,34.63
1009532570,1,56.94,2,0,2,73477.00,184791.00,297,0.81,42577.85,143.36
1009532580,0,31.70,1,0,1,0.00,17972.00,242,0.66,8190.05,33.84
1009532590,1,33.68,1,2,4,0.00,17127.00,254,0.69,8634.81,34.00
1009532600,1,66.67,1,0,1,0.00,14343.00,242,0.66,6937.06,28.67
1009532610,0,50.69,1,1,1,0.00,30996.00,237,0.65,12439.46,52.49
1009532620,1,63.51,2,2,1,0.00,22059.00,241,0.66,9595.14,39.81
1009532630,0,41.04,2,1,4,6545.00,53526.00,254,0.69,20640.89,81.26
1009532640,1,67.33,2,1,4,0.00,22432.00,242,0.66,9781.75,40.42
1009532650,1,70.25,2,2,4,0.00,13024.00,242,0.66,6388.72,26.40
1009532660,1,52.43,2,2,4,0.00,21057.00,241,0.66,9115.03,37.82
1009532670,0,22.76,1,2,2,10305.00,43815.00,254,0.69,18314.17,72.10
1009532680,0,63.75,2,1,3,87879.00,165763.00,294,0.80,34844.36,118.52
1009532690,0,32.52,2,2,1,0.00,22443.00,255,0.70,10543.24,41.35
1009532700,0,30.93,2,0,1,0.00,13189.00,241,0.66,6578.48,27.30
1009532710,0,62.79,2,0,4,9597.00,41871.00,241,0.66,15458.02,64.14
1009532720,0,52.72,2,2,4,0.00,22658.00,240,0.66,9379.52,39.08
1009532730,0,46.07,1,0,1,0.00,13655.00,243,0.66,6733.90,27.71
1009532740,1,49.07,2,1,4,0.00,19439.00,245,0.67,8759.58,35.75
1009532750,1,63.33,1,0,1,0.00,21021.00,239,0.65,9237.75,38.65
1009532760,1,51.74,2,0,1,0.00,19218.00,243,0.66,8507.38,35.01
1009532770,1,61.42,1,0,1,0.00,17493.00,240,0.66,7880.97,32.84
1009532780,1,64.42,2,1,1,0.00,21380.00,243,0.66,9302.78,38.28
1009532790,1,52.68,1,2,1,0.00,15968.00,244,0.67,7734.46,31.70
1009532800,1,50.19,2,1,2,112567.00,99407.00,277,0.76,24179.95,87.29
1009532810,1,40.04,2,1,1,0.00,18860.00,254,0.69,9141.15,35.99
1009532820,0,51.59,1,0,1,0.00,17176.00,241,0.66,7732.26,32.08
1009532830,0,70.87,1,2,1,0.00,14473.00,239,0.65,6842.97,28.63
1009532840,1,64.93,2,0,4,0.00,16069.00,237,0.65,7268.22,30.67
1009532850,1,45.33,1,0,4,0.00,22669.00,238,0.65,9565.24,40.19
1009532860,0,68.68,1,1,1,0.00,18182.00,241,0.66,8100.76,33.61
1009532870,0,58.08,2,1,1,0.00,16374.00,240,0.66,7516.34,31.32
1009532880,0,37.31,2,2,1,0.00,20147.00,255,0.70,9674.31,37.94
1009532890,1,39.23,2,2,1,0.00,19072.00,252,0.69,9331.23,37.03
1009532900,0,27.60,2,1,4,0.00,19821.00,257,0.70,10004.08,38.93
1009532910,0,55.15,1,2,4,6111.00,38245.00,243,0.66,14857.98,61.14
1009532920,0,62.24,2,1,1,0.00,22759.00,244,0.67,9745.33,39.94
1009532930,1,32.68,1,1,4,0.00,15033.00,255,0.70,8447.13,33.13
1009532940,0,45.56,1,2,1,0.00,13526.00,240,0.66,6640.19,27.67
1009532950,0,59.78,2,1,1,0.00,18566.00,243,0.66,8134.85,33.48
1009532960,0,35.47,1,2,1,0.00,15803.00,257,0.70,8492.80,33.05
1009532970,0,30.16,2,0,1,0.00,21943.00,241,0.66,9381.39,38.93
1009532980,0,26.16,2,0,1,0.00,22293.00,239,0.65,9316.02,38.98
1009532990,1,58.53,2,2,4,0.00,17210.00,244,0.67,7771.87,31.85
1009533000,1,41.07,1,0,1,0.00,20791.00,241,0.66,9024.35,37.45
1009533010,0,40.76,2,1,1,0.00,17901.00,255,0.70,9031.82,35.42
1009533020,1,55.86,1,1,1,0.00,20559.00,242,0.66,8745.71,36.14
1009533030,1,65.81,1,1,1,0.00,15726.00,243,0.66,7188.89,29.58
1009533040,1,62.59,1,2,1,0.00,16964.00,237,0.65,8035.83,33.91
1009533050,0,52.12,1,2,4,0.00,17279.00,240,0.66,7947.17,33.11
1009533060,0,47.91,1,2,1,0.00,37668.00,243,0.66,14526.81,59.78
1009533070,1,68.19,2,1,3,73263.00,170790.00,302,0.83,36881.17,122.12
1009533080,0,40.08,1,0,1,0.00,20246.00,242,0.66,8673.24,35.84
1009533090,1,40.75,1,2,4,0.00,17089.00,255,0.70,9338.52,36.62
1009533100,0,64.17,1,1,1,0.00,16676.00,242,0.66,7383.16,30.51
1009533110,1,28.83,1,2,4,12273.00,50453.00,257,0.70,20138.16,78.36
1009533120,1,30.59,1,2,4,11530.00,33965.00,256,0.70,14491.48,56.61
1009533130,1,44.25,1,2,1,0.00,18446.00,253,0.69,9371.71,37.04
1009533140,0,55.28,1,2,1,0.00,21816.00,246,0.67,9586.19,38.97
1009533150,1,29.87,2,2,4,0.00,17883.00,255,0.70,9289.78,36.43
1009533160,0,38.68,1,1,4,0.00,20915.00,254,0.69,10098.65,39.76
1009533170,1,63.20,2,1,1,0.00,35457.00,240,0.66,13404.74,55.85
1009533180,0,57.78,2,0,1,0.00,18690.00,240,0.66,8274.12,34.48
1009533190,1,32.65,1,2,4,0.00,21153.00,258,0.70,10063.15,39.00
1009533200,0,39.25,1,2,1,0.00,15564.00,253,0.69,8577.34,33.90
1009533210,0,51.85,1,0,1,0.00,17779.00,243,0.66,8181.87,33.67
1009533220,1,56.15,2,2,4,0.00,35085.00,243,0.66,13936.46,57.35
1009533230,1,63.41,1,0,4,0.00,15721.00,244,0.67,7340.25,30.08
1009533240,0,33.63,1,1,4,8684.00,22067.00,253,0.69,10614.30,41.95
1009533250,1,24.63,1,2,4,0.00,33563.00,258,0.70,14369.33,55.70
1009533260,0,49.28,2,2,3,89977.00,186268.00,301,0.82,40844.39,135.70
1009533270,1,44.69,2,0,1,0.00,16479.00,242,0.66,7433.17,30.72
1009533280,1,49.84,1,0,4,0.00,16110.00,239,0.65,7427.27,31.08
1009533290,0,54.64,2,1,4,0.00,13340.00,241,0.66,6589.65,27.34
1009533300,0,42.11,1,1,4,0.00,22746.00,255,0.70,10619.47,41.64
1009533310,0,24.41,1,1,1,0.00,22619.00,257,0.70,10462.63,40.71
1009533320,0,41.73,1,2,1,0.00,16804.00,256,0.70,8590.32,33.56
1009533330,0,26.46,1,0,1,0.00,19008.00,244,0.67,8503.25,34.85
1009533340,0,59.11,1,1,2,70912.00,91918.00,272,0.74,21984.22,80.82
1009533350,1,38.27,1,2,1,0.00,19670.00,255,0.70,9958.97,39.05
1009533360,1,57.93,1,1,1,0.00,18377.00,242,0.66,8335.55,34.44
1009533370,1,21.38,1,2,4,0.00,22666.00,254,0.69,10645.72,41.91
1009533380,0,41.40,1,1,2,9622.00,43342.00,253,0.69,16850.93,66.60
1009533390,1,27.22,2,0,4,10065.00,24111.00,242,0.66,10559.33,43.63
1009533400,0,49.75,2,0,1,0.00,14956.00,240,0.66,6945.69,28.94
1009533410,0,65.45,2,1,1,0.00,18783.00,240,0.66,8014.88,33.40
1009533420,1,23.74,1,1,4,0.00,32497.00,256,0.70,13725.36,53.61
1009533430,0,26.08,1,0,1,0.00,20991.00,240,0.66,9082.78,37.84
1009533440,0,21.27,2,1,1,0.00,26400.00,256,0.70,11796.43,46.08
1009533450,0,26.55,1,0,1,0.00,16079.00,242,0.66,7352.23,30.38
1009533460,0,24.46,2,1,1,0.00,21264.00,252,0.69,9737.98,38.64
1009533470,1,42.55,1,0,4,8472.00,73657.00,273,0.75,16460.59,60.30
1009533480,0,64.27,2,1,1,0.00,33802.00,243,0.66,13283.72,54.67
1009533490,0,44.15,2,0,1,0.00,13843.00,239,0.65,6951.34,29.09
1009533500,1,28.20,1,0,1,0.00,18976.00,241,0.66,8291.20,34.40
1009533510,0,40.80,2,0,1,0.00,13973.00,243,0.66,6726.95,27.68
1009533520,0,65.18,1,0,4,14760.00,70209.00,269,0.73,15435.81,57.38
1009533530,1,62.17,1,0,1,0.00,17414.00,241,0.66,7770.30,32.24
1009533540,1,52.84,2,0,1,0.00,21586.00,241,0.66,9101.83,37.77
1009533550,0,37.67,1,0,1,0.00,14933.00,242,0.66,7086.48,29.28
1009533560,1,24.86,2,0,1,0.00,36751.00,239,0.65,14385.87,60.19
1009533570,1,58.23,1,2,4,0.00,22501.00,243,0.66,9418.28,38.76
1009533580,0,62.73,2,2,1,0.00,16556.00,239,0.65,7816.92,32.71
1009533590,1,65.49,1,2,4,0.00,22853.00,240,0.66,9447.85,39.37
1009533600,1,56.14,1,1,1,0.00,15657.00,242,0.66,7090.25,29.30
1009533610,0,56.47,1,1,1,0.00,20060.00,241,0.66,8641.28,35.86
1009533620,0,60.86,1,1,1,0.00,29406.00,240,0.66,12185.45,50.77
1009533630,0,68.12,2,0,1,0.00,37894.00,244,0.67,14381.69,58.94
1009533640,1,70.11,2,1,3,105994.00,86434.00,273,0.75,18939.73,69.38
1009533650,1,31.35,1,1,3,83058.00,84948.00,281,0.77,19780.17,70.39
1009533660,0,57.61,1,1,4,0.00,23948.00,242,0.66,10158.73,41.98
1009533670,0,54.09,1,2,1,0.00,17733.00,243,0.66,7882.97,32.44
1009533680,1,56.19,1,1,1,0.00,18721.00,239,0.65,8395.20,35.13
1009533690,0,67.79,1,1,1,0.00,22402.00,243,0.66,9581.70,39.43
1009533700,0,23.18,1,2,1,0.00,20664.00,255,0.70,10162.73,39.85
1009533710,1,51.70,1,0,4,5628.00,41120.00,241,0.66,15582.98,64.66
1009533720,0,67.25,1,1,1,0.00,16747.00,241,0.66,7676.61,31.85
1009533730,0,59.53,2,2,1,0.00,14447.00,240,0.66,6937.45,28.91
1009533740,1,38.41,1,0,1,0.00,21148.00,244,0.67,9244.89,37.89
1009533750,1,44.63,2,1,4,0.00,18323.00,253,0.69,8842.14,34.95
1009533760,0,34.04,1,2,1,0.00,21980.00,254,0.69,10415.27,41.00
1009533770,0,62.12,2,0,1,0.00,19558.00,241,0.66,8464.68,35.12
1009533780,1,53.47,2,0,4,0.00,31490.00,239,0.65,12473.46,52.19
1009533790,1,50.50,1,2,1,0.00,21150.00,244,0.67,9193.67,37.68
1009533800,0,59.44,1,2,4,0.00,19718.00,241,0.66,8711.14,36.15
1009533810,0,22.67,1,1,4,0.00,18698.00,257,0.70,9811.41,38.18
1009533820,1,53.23,2,1,4,0.00,14518.00,238,0.65,6872.57,28.88
1009533830,1,49.49,1,2,1,0.00,23515.00,240,0.66,10023.47,41.76
1009533840,0,31.92,1,0,1,0.00,21348.00,243,0.66,9314.48,38.33
1009533850,1,46.22,1,2,4,0.00,16196.00,244,0.67,7768.32,31.84
1009533860,0,28.44,1,1,1,0.00,15855.00,254,0.69,8667.96,34.13
1009533870,0,32.92,2,2,4,0.00,14612.00,258,0.70,8088.69,31.35
1009533880,1,24.15,1,1,4,0.00,13945.00,254,0.69,7596.83,29.91
1009533890,0,69.48,1,1,1,0.00,22029.00,242,0.66,9138.40,37.76
1009533900,1,21.75,2,1,1,0.00,16190.00,254,0.69,8435.17,33.21
1009533910,1,37.26,2,1,4,7306.00,21479.00,260,0.71,10400.80,40.00
1009533920,0,42.59,2,2,2,10286.00,46362.00,253,0.69,18401.51,72.73
1009533930,1,64.43,1,0,4,6663.00,52246.00,240,0.66,19375.57,80.73
1009533940,1,56.32,1,2,1,0.00,17853.00,245,0.67,8321.36,33.96
1009533950,1,47.48,1,2,1,0.00,14970.00,242,0.66,7089.42,29.30
1009533960,0,29.34,2,0,4,12831.00,28576.00,241,0.66,11633.10,48.27
1009533970,0,44.38,1,2,1,0.00,21839.00,253,0.69,10213.24,40.37
1009533980,1,32.71,2,2,1,0.00,22829.00,254,0.69,10775.08,42.42
1009533990,0,35.55,1,0,1,0.00,17242.00,244,0.67,7915.72,32.44
1009534000,1,44.21,1,1,1,0.00,20319.00,254,0.69,9941.64,39.14
1009534010,1,42.92,1,0,1,0.00,24478.00,239,0.65,10066.00,42.12
1009534020,0,59.49,2,2,1,0.00,14940.00,241,0.66,7053.86,29.27
1009534030,1,56.25,2,2,4,13764.00,74110.00,270,0.74,16241.29,60.15
1009534040,0,66.24,2,2,1,0.00,18549.00,240,0.66,8164.41,34.02
1009534050,1,26.25,2,1,1,0.00,19174.00,254,0.69,9282.20,36.54
1009534060,1,57.90,1,0,4,0.00,37621.00,246,0.67,14598.31,59.34
1009534070,0,40.77,1,0,1,0.00,14933.00,243,0.66,6680.44,27.49
1009534080,1,40.68,2,0,2,103006.00,118916.00,275,0.75,26120.52,94.98
1009534090,1,62.58,1,0,1,0.00,14410.00,239,0.65,6673.58,27.92
1009534100,1,43.82,1,1,1,0.00,17987.00,253,0.69,8998.37,35.57
1009534110,1,43.76,1,0,4,0.00,36056.00,241,0.66,13988.33,58.04
1009534120,1,35.71,1,2,4,10403.00,35505.00,254,0.69,14339.16,56.45
1009534130,0,25.90,2,2,4,6381.00,53052.00,257,0.70,20931.95,81.45
1009534140,1,44.40,2,1,4,0.00,30133.00,251,0.69,13063.48,52.05
1009534150,0,27.18,1,0,1,0.00,21209.00,240,0.66,9121.73,38.01
1009534160,0,65.57,1,1,1,0.00,36814.00,239,0.65,14134.50,59.14
1009534170,1,28.22,2,2,5,78373.00,257795.00,348,0.95,60526.44,173.93
1009534180,0,41.88,1,1,1,0.00,37092.00,254,0.69,15853.81,62.42
1009534190,1,38.84,1,1,2,73155.00,118451.00,285,0.78,27728.82,97.29
1009534200,0,23.81,2,1,4,0.00,20005.00,256,0.70,9699.98,37.89
1009534210,1,62.16,2,1,4,0.00,21179.00,239,0.65,8963.92,37.51
1009534220,0,40.22,1,0,4,0.00,19970.00,239,0.65,8544.18,35.75
1009534230,0,45.83,1,1,1,0.00,20418.00,243,0.66,9055.21,37.26
1009534240,0,39.07,1,2,1,0.00,16660.00,254,0.69,8882.54,34.97
1009534250,1,62.87,2,1,1,0.00,26888.00,239,0.65,10986.67,45.97
1009534260,1,62.21,2,2,2,94881.00,3217364.00,336,0.92,579084.11,1723.46
1009534270,1,44.55,2,1,1,0.00,21357.00,257,0.70,10388.14,40.42
1009534280,1,54.78,1,2,4,0.00,18379.00,242,0.66,8353.11,34.52
1009534290,1,56.57,2,2,4,6332.00,45850.00,242,0.66,17110.07,70.70
1009534300,0,57.39,1,2,4,14070.00,30814.00,242,0.66,11941.06,49.34
1009534310,0,41.65,1,1,3,83632.00,113344.00,296,0.81,27987.49,94.55
1009534320,0,40.38,1,0,1,0.00,16579.00,244,0.67,7830.44,32.09
1009534330,0,59.19,2,0,1,0.00,22787.00,241,0.66,9981.91,41.42
1009534340,0,64.25,1,2,1,0.00,27615.00,240,0.66,11134.65,46.39
1009534350,1,70.55,2,0,4,0.00,34589.00,241,0.66,13201.40,54.78
1009534360,0,37.69,2,1,1,0.00,23817.00,254,0.69,10832.25,42.65
1009534370,1,59.44,1,2,1,0.00,13642.00,241,0.66,6689.16,27.76
1009534380,0,23.22,1,0,4,0.00,18326.00,243,0.66,8234.64,33.89
1009534390,1,54.08,1,2,1,0.00,15592.00,241,0.66,7344.94,30.48
1009534400,0,40.82,1,0,1,0.00,22069.00,244,0.67,9669.48,39.63
1009534410,1,65.69,1,0,4,0.00,15791.00,241,0.66,7372.47,30.59
1009534420,0,64.77,2,1,1,0.00,23895.00,242,0.66,10144.20,41.92
1009534430,1,40.77,2,0,4,0.00,23523.00,242,0.66,9700.34,40.08
1009534440,1,25.22,1,2,4,0.00,17658.00,256,0.70,9012.57,35.21
1009534450,0,60.23,1,2,1,0.00,21054.00,243,0.66,9048.10,37.23
1009534460,1,23.80,1,2,4,0.00,17491.00,253,0.69,9013.77,35.63
1009534470,0,67.52,1,2,1,0.00,20659.00,239,0.65,8612.23,36.03
1009534480,1,46.18,1,2,4,0.00,20784.00,240,0.66,8773.36,36.56
1009534490,1,42.49,1,1,4,12443.00,75879.00,284,0.78,17966.16,63.26
1009534500,1,32.29,1,2,1,0.00,37004.00,256,0.70,15230.70,59.49
1009534510,0,36.09,1,0,2,9669.00,43544.00,239,0.65,16200.55,67.78
1009534520,0,40.63,2,1,1,0.00,15692.00,255,0.70,8141.76,31.93
1009534530,1,23.11,2,2,4,0.00,13133.00,254,0.69,7543.05,29.70
1009534540,0,53.11,1,2,1,0.00,21356.00,243,0.66,9271.44,38.15
1009534550,1,56.42,1,1,1,0.00,13575.00,242,0.66,6930.90,28.64
1009534560,0,32.56,2,2,4,0.00,15060.00,256,0.70,8466.36,33.07
1009534570,1,49.31,1,2,4,0.00,17907.00,243,0.66,7906.59,32.54
1009534580,1,24.30,2,2,1,0.00,19478.00,253,0.69,9378.20,37.07
1009534590,0,24.04,1,0,4,0.00,17493.00,241,0.66,7932.21,32.91
1009534600,0,33.24,1,0,4,9508.00,33188.00,240,0.66,12482.53,52.01
1009534610,1,21.86,2,0,1,0.00,17039.00,240,0.66,7583.45,31.60
1009534620,0,47.45,1,0,1,0.00,18440.00,238,0.65,7848.04,32.97
1009534630,1,28.20,1,1,1,0.00,16589.00,254,0.69,8628.56,33.97
1009534640,0,37.68,1,0,1,0.00,13188.00,240,0.66,6778.45,28.24
1009534650,0,36.32,1,0,1,0.00,14959.00,243,0.66,7297.61,30.03
1009534660,0,46.16,2,2,1,0.00,16346.00,243,0.66,7563.96,31.13
1009534670,1,50.25,1,0,1,0.00,17947.00,240,0.66,8236.55,34.32
1009534680,0,36.32,2,2,1,0.00,13137.00,253,0.69,7654.44,30.25
1009534690,1,45.81,1,1,1,0.00,22392.00,238,0.65,9175.15,38.55
1009534700,0,64.59,2,0,2,79382.00,170049.00,293,0.80,36502.10,124.58
1009534710,0,58.25,1,0,4,14635.00,41202.00,241,0.66,15667.24,65.01
1009534720,1,51.45,1,2,2,110909.00,220203.00,299,0.82,47793.30,159.84
1009534730,1,27.89,1,0,1,0.00,28865.00,241,0.66,11874.34,49.27
1009534740,1,66.84,1,2,1,0.00,13397.00,244,0.67,6668.32,27.33
1009534750,0,43.51,2,2,1,0.00,16299.00,254,0.69,8649.06,34.05
1009534760,0,31.42,1,1,2,5260.00,60065.00,267,0.73,23192.42,86.86
1009534770,1,53.14,1,2,4,0.00,20666.00,241,0.66,8832.86,36.65
1009534780,1,59.82,1,1,1,0.00,15523.00,242,0.66,7453.41,30.80
1009534790,1,59.81,1,1,1,0.00,20386.00,243,0.66,8762.59,36.06
1009534800,1,54.09,1,1,1,0.00,34664.00,243,0.66,13574.61,55.86
1009534810,0,57.68,1,0,4,0.00,16788.00,240,0.66,7645.25,31.86
1009534820,1,58.41,2,1,2,13682.00,42052.00,242,0.66,16113.94,66.59
1009534830,1,57.19,1,1,1,0.00,13765.00,242,0.66,6632.34,27.41
1009534840,0,51.27,1,0,4,0.00,17537.00,244,0.67,8063.53,33.05
1009534850,0,52.13,1,1,1,0.00,14509.00,241,0.66,7000.14,29.05
1009534860,0,45.61,2,1,4,0.00,20038.00,243,0.66,8846.51,36.41
1009534870,1,46.25,2,1,2,96443.00,224002.00,302,0.83,47143.41,156.10
1009534880,0,38.63,2,1,1,0.00,17104.00,256,0.70,8727.28,34.09
1009534890,0,33.65,1,0,1,0.00,18161.00,238,0.65,8016.19,33.68
1009534900,1,61.42,1,1,4,0.00,18161.00,242,0.66,8117.32,33.54
1009534910,0,48.52,1,0,1,0.00,22872.00,243,0.66,10055.72,41.38
1009534920,1,66.96,1,1,3,109097.00,122907.00,273,0.75,27173.59,99.54
1009534930,1,23.56,1,0,1,0.00,16099.00,239,0.65,7324.05,30.64
1009534940,0,22.73,2,2,4,0.00,21261.00,256,0.70,10448.30,40.81
1009534950,1,67.18,1,1,4,0.00,24759.00,244,0.67,10288.55,42.17
1009534960,0,24.32,1,1,1,0.00,17285.00,258,0.70,8572.45,33.23
1009534970,0,22.87,1,1,1,0.00,13644.00,256,0.70,7673.33,29.97
1009534980,0,38.52,1,1,1,0.00,14284.00,252,0.69,7700.41,30.56
1009534990,0,66.77,2,0,4,0.00,24610.00,244,0.67,10155.17,41.62
1009535000,0,66.69,1,2,1,0.00,13798.00,240,0.66,6555.74,27.32
1009535010,1,51.61,2,2,4,0.00,13779.00,241,0.66,6536.26,27.12
1009535020,0,26.27,1,2,2,5600.00,20963.00,254,0.69,9711.67,38.23
1009535030,0,65.27,1,0,4,0.00,20667.00,242,0.66,9217.51,38.09
1009535040,0,68.84,1,2,2,108755.00,191973.00,292,0.80,39143.48,134.05
1009535050,0,47.46,2,1,1,0.00,19049.00,239,0.65,8289.20,34.68
1009535060,1,35.82,1,2,4,0.00,21440.00,254,0.69,10222.81,40.25
1009535070,1,42.43,1,1,1,0.00,15401.00,254,0.69,8189.93,32.24
1009535080,1,42.75,1,1,1,0.00,25642.00,254,0.69,11743.78,46.24
1009535090,1,55.65,2,0,1,0.00,18794.00,239,0.65,8422.68,35.24
1009535100,1,26.62,2,1,4,0.00,14664.00,255,0.70,8246.66,32.34
1009535110,0,21.15,1,2,1,0.00,35367.00,254,0.69,14890.97,58.63
1009535120,1,55.50,1,2,4,12177.00,26950.00,240,0.66,11092.29,46.22
1009535130,0,70.67,2,1,4,12176.00,41936.00,244,0.67,15769.36,64.63
1009535140,0,29.64,2,2,4,8497.00,56388.00,255,0.70,21844.28,85.66
1009535150,1,49.86,2,0,4,0.00,15109.00,239,0.65,7048.46,29.49
1009535160,0,58.05,1,0,1,0.00,18646.00,238,0.65,7968.46,33.48
1009535170,1,66.87,1,0,1,0.00,20709.00,240,0.66,9085.66,37.86
1009535180,0,65.66,2,2,2,11132.00,49450.00,243,0.66,18930.56,77.90
1009535190,0,39.29,1,0,1,0.00,15443.00,237,0.65,7015.50,29.60
1009535200,1,51.60,2,0,4,13964.00,39532.00,243,0.66,15164.48,62.41
1009535210,0,26.47,2,1,1,0.00,30774.00,257,0.70,13642.86,53.09
1009535220,0,49.39,1,1,4,13792.00,23715.00,241,0.66,9947.86,41.28
1009535230,0,66.40,1,0,1,0.00,21211.00,242,0.66,9348.42,38.63
1009535240,0,30.10,2,2,4,0.00,26105.00,258,0.70,11586.39,44.91
1009535250,0,69.85,2,0,4,0.00,21620.00,239,0.65,9128.83,38.20
1009535260,1,59.88,2,0,4,0.00,22719.00,241,0.66,9580.46,39.75
1009535270,0,57.44,1,1,1,0.00,22250.00,243,0.66,9589.40,39.46
1009535280,1,31.48,2,0,1,0.00,14557.00,239,0.65,6916.61,28.94
1009535290,0,26.88,1,2,4,0.00,37758.00,252,0.69,15913.31,63.15
1009535300,0,63.93,1,1,1,0.00,18667.00,239,0.65,8267.52,34.59
1009535310,0,60.56,2,1,1,0.00,19704.00,240,0.66,8741.15,36.42
1009535320,0,26.90,2,2,1,0.00,35881.00,251,0.69,14877.17,59.27
1009535330,0,68.28,1,2,1,0.00,25997.00,243,0.66,10622.54,43.71
1009535340,0,41.53,2,1,1,0.00,31838.00,256,0.70,13645.17,53.30
1009535350,1,30.22,2,1,4,0.00,22453.00,256,0.70,10682.16,41.73
1009535360,0,52.11,1,1,4,0.00,29051.00,238,0.65,11364.89,47.75
1009535370,0,43.11,2,2,3,82835.00,186401.00,309,0.84,40451.77,130.91
1009535380,1,42.80,2,2,4,0.00,14140.00,257,0.70,8153.45,31.73
1009535390,0,57.44,2,2,3,83399.00,112278.00,277,0.76,26130.57,94.33
1009535400,1,52.76,1,2,4,10038.00,52208.00,240,0.66,19828.38,82.62
1009535410,0,22.21,2,1,1,0.00,22271.00,252,0.69,10480.34,41.59
1009535420,1,65.07,1,0,1,0.00,27906.00,239,0.65,11358.68,47.53
1009535430,1,70.95,2,0,2,12001.00,49541.00,239,0.65,18816.34,78.73
1009535440,0,30.44,2,1,2,9175.00,55650.00,254,0.69,21805.03,85.85
1009535450,1,25.75,1,1,1,0.00,18436.00,254,0.69,9361.30,36.86
1009535460,0,40.09,2,1,1,0.00,27229.00,256,0.70,12446.30,48.62
1009535470,0,30.17,2,1,1,0.00,30203.00,253,0.69,12787.03,50.54
1009535480,0,60.70,2,0,4,0.00,17286.00,244,0.67,7914.53,32.44
1009535490,0,67.41,1,0,1,0.00,13451.00,239,0.65,6619.72,27.70
1009535500,1,32.35,2,0,4,0.00,25112.00,240,0.66,10312.76,42.97
1009535510,1,50.42,1,2,4,0.00,18538.00,239,0.65,8253.19,34.53
1009535520,0,54.65,1,0,4,5199.00,34532.00,240,0.66,13664.67,56.94
1009535530,0,38.52,2,2,1,0.00,15016.00,256,0.70,8348.87,32.61
1009535540,0,48.39,2,2,4,0.00,21298.00,239,0.65,8996.63,37.64
1009535550,1,42.74,1,1,4,0.00,22843.00,256,0.70,10981.24,42.90
1009535560,1,55.33,2,1,1,0.00,17517.00,240,0.66,7886.72,32.86
1009535570,1,29.24,2,1,1,0.00,32073.00,256,0.70,13626.97,53.23
1009535580,1,21.25,1,2,4,7243.00,23448.00,258,0.70,11200.17,43.41
1009535590,0,40.27,2,2,1,0.00,20241.00,251,0.69,10261.38,40.88
1009535600,1,51.87,1,1,1,0.00,14342.00,240,0.66,6743.81,28.10
1009535610,0,47.61,1,2,2,100678.00,175440.00,301,0.82,39313.52,130.61
1009535620,0,63.17,1,1,1,0.00,14421.00,245,0.67,6964.55,28.43
1009535630,1,65.31,2,0,4,0.00,33196.00,240,0.66,13079.67,54.50
1009535640,0,30.73,1,0,1,0.00,14848.00,240,0.66,7182.15,29.93
1009535650,1,35.42,2,1,1,0.00,18774.00,253,0.69,9606.37,37.97
1009535660,1,64.15,1,1,2,70086.00,104293.00,273,0.75,25088.36,91.90
1009535670,1,64.50,1,0,1,0.00,19418.00,240,0.66,8353.75,34.81
